No.,Time,Source,Destination,Time2,Time1,Delay,Delay2,Delay1,Jitter,,,,
238,14.053329,192.168.1.139,118.97.159.32,14.066148,14.053329,0.012819,0.000483,0.012336,-0.011853,,,,
239,14.066148,118.97.159.32,192.168.1.139,14.066631,14.066148,0.000483,0.000555,-7.20E-05,0.000627,,,,
240,14.066631,192.168.1.139,118.97.159.32,14.067186,14.066631,0.000555,0.01226,-0.011705,0.023965,,,,
241,14.067186,192.168.1.139,118.97.159.32,14.079446,14.067186,0.01226,0.005095,0.007165,-0.00207,,,,
242,14.079446,118.97.159.32,192.168.1.139,14.084541,14.079446,0.005095,8.90E-05,0.005006,-0.004917,,,,
243,14.084541,51.143.105.194,192.168.1.139,14.08463,14.084541,8.90E-05,0.001797,-0.001708,0.003505,,,,
244,14.08463,192.168.1.139,51.143.105.194,14.086427,14.08463,0.001797,0.001164,0.000633,0.000531,,,,
245,14.086427,51.143.105.194,192.168.1.139,14.087591,14.086427,0.001164,0.013154,-0.01199,0.025144,,,,
246,14.087591,51.143.105.194,192.168.1.139,14.100745,14.087591,0.013154,0.000152,0.013002,-0.01285,,,,
247,14.100745,118.97.159.32,192.168.1.139,14.100897,14.100745,0.000152,0,0.000152,-0.000152,,,,
248,14.100897,118.97.159.32,192.168.1.139,14.100897,14.100897,0,0.000103,-0.000103,0.000206,,,,
249,14.100897,118.97.159.32,192.168.1.139,14.101,14.100897,0.000103,0.00313,-0.003027,0.006157,,,,
250,14.101,192.168.1.139,118.97.159.32,14.10413,14.101,0.00313,0.01273,-0.0096,0.02233,,,,
251,14.10413,192.168.1.139,118.97.159.32,14.11686,14.10413,0.01273,0.000694,0.012036,-0.011342,,,,
252,14.11686,118.97.159.32,192.168.1.139,14.117554,14.11686,0.000694,6.10E-05,0.000633,-0.000572,,,,
253,14.117554,51.143.105.194,192.168.1.139,14.117615,14.117554,6.10E-05,0.000263,-0.000202,0.000465,,,,
254,14.117615,192.168.1.139,51.143.105.194,14.117878,14.117615,0.000263,0.000269,-6.00E-06,0.000275,,,,
255,14.117878,192.168.1.139,118.97.159.32,14.118147,14.117878,0.000269,4.10E-05,0.000228,-0.000187,,,,
256,14.118147,192.168.1.139,118.97.159.32,14.118188,14.118147,4.10E-05,0.011413,-0.011372,0.022785,,,,
257,14.118188,192.168.1.139,118.97.159.32,14.129601,14.118188,0.011413,0.00108,0.010333,-0.009253,,,,
258,14.129601,118.97.159.32,192.168.1.139,14.130681,14.129601,0.00108,0.00248,-0.0014,0.00388,,,,
259,14.130681,Fiberhom_a2:01:60,Broadcast,14.133161,14.130681,0.00248,0.000135,0.002345,-0.00221,,,,
260,14.133161,118.97.159.32,192.168.1.139,14.133296,14.133161,0.000135,4.30E-05,9.20E-05,-4.90E-05,,,,
261,14.133296,118.97.159.32,192.168.1.139,14.133339,14.133296,4.30E-05,0.000335,-0.000292,0.000627,,,,
262,14.133339,192.168.1.139,118.97.159.32,14.133674,14.133339,0.000335,0.000111,0.000224,-0.000113,,,,
263,14.133674,118.97.159.32,192.168.1.139,14.133785,14.133674,0.000111,0,0.000111,-0.000111,,,,
264,14.133785,118.97.159.32,192.168.1.139,14.133785,14.133785,0,7.70E-05,-7.70E-05,0.000154,,,,
265,14.133785,118.97.159.32,192.168.1.139,14.133862,14.133785,7.70E-05,0.000144,-6.70E-05,0.000211,,,,
266,14.133862,192.168.1.139,118.97.159.32,14.134006,14.133862,0.000144,3.80E-05,0.000106,-6.80E-05,,,,
267,14.134006,118.97.159.32,192.168.1.139,14.134044,14.134006,3.80E-05,0.00089,-0.000852,0.001742,,,,
268,14.134044,192.168.1.139,118.97.159.32,14.134934,14.134044,0.00089,0.000109,0.000781,-0.000672,,,,
269,14.134934,118.97.159.32,192.168.1.139,14.135043,14.134934,0.000109,0,0.000109,-0.000109,,,,
270,14.135043,118.97.159.32,192.168.1.139,14.135043,14.135043,0,4.40E-05,-4.40E-05,8.80E-05,,,,
271,14.135043,118.97.159.32,192.168.1.139,14.135087,14.135043,4.40E-05,9.40E-05,-5.00E-05,0.000144,,,,
272,14.135087,192.168.1.139,118.97.159.32,14.135181,14.135087,9.40E-05,0,9.40E-05,-9.40E-05,,,,
273,14.135181,118.97.159.32,192.168.1.139,14.135181,14.135181,0,0,0,0,,,,
274,14.135181,118.97.159.32,192.168.1.139,14.135181,14.135181,0,5.40E-05,-5.40E-05,0.000108,,,,
275,14.135181,118.97.159.32,192.168.1.139,14.135235,14.135181,5.40E-05,7.70E-05,-2.30E-05,0.0001,,,,
276,14.135235,192.168.1.139,118.97.159.32,14.135312,14.135235,7.70E-05,0,7.70E-05,-7.70E-05,,,,
277,14.135312,118.97.159.32,192.168.1.139,14.135312,14.135312,0,0,0,0,,,,
278,14.135312,118.97.159.32,192.168.1.139,14.135312,14.135312,0,4.00E-05,-4.00E-05,8.00E-05,,,,
279,14.135312,118.97.159.32,192.168.1.139,14.135352,14.135312,4.00E-05,0.000132,-9.20E-05,0.000224,,,,
280,14.135352,192.168.1.139,118.97.159.32,14.135484,14.135352,0.000132,0,0.000132,-0.000132,,,,
281,14.135484,118.97.159.32,192.168.1.139,14.135484,14.135484,0,0,0,0,,,,
282,14.135484,118.97.159.32,192.168.1.139,14.135484,14.135484,0,0.000156,-0.000156,0.000312,,,,
283,14.135484,118.97.159.32,192.168.1.139,14.13564,14.135484,0.000156,0.00019,-3.40E-05,0.000224,,,,
284,14.13564,192.168.1.139,118.97.159.32,14.13583,14.13564,0.00019,0,0.00019,-0.00019,,,,
285,14.13583,118.97.159.32,192.168.1.139,14.13583,14.13583,0,0,0,0,,,,
286,14.13583,118.97.159.32,192.168.1.139,14.13583,14.13583,0,4.70E-05,-4.70E-05,9.40E-05,,,,
287,14.13583,118.97.159.32,192.168.1.139,14.135877,14.13583,4.70E-05,0.000355,-0.000308,0.000663,,,,
288,14.135877,192.168.1.139,118.97.159.32,14.136232,14.135877,0.000355,5.10E-05,0.000304,-0.000253,,,,
289,14.136232,118.97.159.32,192.168.1.139,14.136283,14.136232,5.10E-05,8.40E-05,-3.30E-05,0.000117,,,,
290,14.136283,192.168.1.139,118.97.159.32,14.136367,14.136283,8.40E-05,0,8.40E-05,-8.40E-05,,,,
291,14.136367,118.97.159.32,192.168.1.139,14.136367,14.136367,0,0,0,0,,,,
292,14.136367,118.97.159.32,192.168.1.139,14.136367,14.136367,0,4.70E-05,-4.70E-05,9.40E-05,,,,
293,14.136367,118.97.159.32,192.168.1.139,14.136414,14.136367,4.70E-05,8.30E-05,-3.60E-05,0.000119,,,,
294,14.136414,192.168.1.139,118.97.159.32,14.136497,14.136414,8.30E-05,0,8.30E-05,-8.30E-05,,,,
295,14.136497,118.97.159.32,192.168.1.139,14.136497,14.136497,0,3.80E-05,-3.80E-05,7.60E-05,,,,
296,14.136497,118.97.159.32,192.168.1.139,14.136535,14.136497,3.80E-05,8.30E-05,-4.50E-05,0.000128,,,,
297,14.136535,192.168.1.139,118.97.159.32,14.136618,14.136535,8.30E-05,0,8.30E-05,-8.30E-05,,,,
298,14.136618,118.97.159.32,192.168.1.139,14.136618,14.136618,0,0,0,0,,,,
299,14.136618,118.97.159.32,192.168.1.139,14.136618,14.136618,0,3.90E-05,-3.90E-05,7.80E-05,,,,
300,14.136618,118.97.159.32,192.168.1.139,14.136657,14.136618,3.90E-05,0.000123,-8.40E-05,0.000207,,,,
301,14.136657,192.168.1.139,118.97.159.32,14.13678,14.136657,0.000123,6.90E-05,5.40E-05,1.50E-05,,,,
302,14.13678,118.97.159.32,192.168.1.139,14.136849,14.13678,6.90E-05,2.90E-05,4.00E-05,-1.10E-05,,,,
303,14.136849,118.97.159.32,192.168.1.139,14.136878,14.136849,2.90E-05,8.30E-05,-5.40E-05,0.000137,,,,
304,14.136878,192.168.1.139,118.97.159.32,14.136961,14.136878,8.30E-05,0,8.30E-05,-8.30E-05,,,,
305,14.136961,118.97.159.32,192.168.1.139,14.136961,14.136961,0,3.20E-05,-3.20E-05,6.40E-05,,,,
306,14.136961,118.97.159.32,192.168.1.139,14.136993,14.136961,3.20E-05,7.40E-05,-4.20E-05,0.000116,,,,
307,14.136993,192.168.1.139,118.97.159.32,14.137067,14.136993,7.40E-05,0,7.40E-05,-7.40E-05,,,,
308,14.137067,118.97.159.32,192.168.1.139,14.137067,14.137067,0,0,0,0,,,,
309,14.137067,118.97.159.32,192.168.1.139,14.137067,14.137067,0,3.70E-05,-3.70E-05,7.40E-05,,,,
310,14.137067,118.97.159.32,192.168.1.139,14.137104,14.137067,3.70E-05,7.50E-05,-3.80E-05,0.000113,,,,
311,14.137104,192.168.1.139,118.97.159.32,14.137179,14.137104,7.50E-05,0,7.50E-05,-7.50E-05,,,,
312,14.137179,118.97.159.32,192.168.1.139,14.137179,14.137179,0,3.40E-05,-3.40E-05,6.80E-05,,,,
313,14.137179,118.97.159.32,192.168.1.139,14.137213,14.137179,3.40E-05,0.000128,-9.40E-05,0.000222,,,,
314,14.137213,192.168.1.139,118.97.159.32,14.137341,14.137213,0.000128,2.90E-05,9.90E-05,-7.00E-05,,,,
315,14.137341,118.97.159.32,192.168.1.139,14.13737,14.137341,2.90E-05,6.60E-05,-3.70E-05,0.000103,,,,
316,14.13737,192.168.1.139,118.97.159.32,14.137436,14.13737,6.60E-05,0,6.60E-05,-6.60E-05,,,,
317,14.137436,118.97.159.32,192.168.1.139,14.137436,14.137436,0,2.70E-05,-2.70E-05,5.40E-05,,,,
318,14.137436,118.97.159.32,192.168.1.139,14.137463,14.137436,2.70E-05,6.50E-05,-3.80E-05,0.000103,,,,
319,14.137463,192.168.1.139,118.97.159.32,14.137528,14.137463,6.50E-05,0,6.50E-05,-6.50E-05,,,,
320,14.137528,118.97.159.32,192.168.1.139,14.137528,14.137528,0,2.70E-05,-2.70E-05,5.40E-05,,,,
321,14.137528,118.97.159.32,192.168.1.139,14.137555,14.137528,2.70E-05,5.90E-05,-3.20E-05,9.10E-05,,,,
322,14.137555,192.168.1.139,118.97.159.32,14.137614,14.137555,5.90E-05,6.20E-05,-3.00E-06,6.50E-05,,,,
323,14.137614,118.97.159.32,192.168.1.139,14.137676,14.137614,6.20E-05,2.30E-05,3.90E-05,-1.60E-05,,,,
324,14.137676,118.97.159.32,192.168.1.139,14.137699,14.137676,2.30E-05,0.007554,-0.007531,0.015085,,,,
325,14.137699,192.168.1.139,118.97.159.32,14.145253,14.137699,0.007554,0.000104,0.00745,-0.007346,,,,
326,14.145253,118.97.159.32,192.168.1.139,14.145357,14.145253,0.000104,0,0.000104,-0.000104,,,,
327,14.145357,118.97.159.32,192.168.1.139,14.145357,14.145357,0,2.50E-05,-2.50E-05,5.00E-05,,,,
328,14.145357,118.97.159.32,192.168.1.139,14.145382,14.145357,2.50E-05,7.30E-05,-4.80E-05,0.000121,,,,
329,14.145382,192.168.1.139,118.97.159.32,14.145455,14.145382,7.30E-05,2.10E-05,5.20E-05,-3.10E-05,,,,
330,14.145455,118.97.159.32,192.168.1.139,14.145476,14.145455,2.10E-05,0.001016,-0.000995,0.002011,,,,
331,14.145476,192.168.1.139,118.97.159.32,14.146492,14.145476,0.001016,8.80E-05,0.000928,-0.00084,,,,
332,14.146492,118.97.159.32,192.168.1.139,14.14658,14.146492,8.80E-05,0,8.80E-05,-8.80E-05,,,,
333,14.14658,118.97.159.32,192.168.1.139,14.14658,14.14658,0,2.70E-05,-2.70E-05,5.40E-05,,,,
334,14.14658,118.97.159.32,192.168.1.139,14.146607,14.14658,2.70E-05,6.80E-05,-4.10E-05,0.000109,,,,
335,14.146607,192.168.1.139,118.97.159.32,14.146675,14.146607,6.80E-05,0,6.80E-05,-6.80E-05,,,,
336,14.146675,118.97.159.32,192.168.1.139,14.146675,14.146675,0,2.30E-05,-2.30E-05,4.60E-05,,,,
337,14.146675,118.97.159.32,192.168.1.139,14.146698,14.146675,2.30E-05,6.40E-05,-4.10E-05,0.000105,,,,
338,14.146698,192.168.1.139,118.97.159.32,14.146762,14.146698,6.40E-05,0,6.40E-05,-6.40E-05,,,,
339,14.146762,118.97.159.32,192.168.1.139,14.146762,14.146762,0,3.40E-05,-3.40E-05,6.80E-05,,,,
340,14.146762,118.97.159.32,192.168.1.139,14.146796,14.146762,3.40E-05,7.40E-05,-4.00E-05,0.000114,,,,
341,14.146796,192.168.1.139,118.97.159.32,14.14687,14.146796,7.40E-05,0,7.40E-05,-7.40E-05,,,,
342,14.14687,118.97.159.32,192.168.1.139,14.14687,14.14687,0,2.90E-05,-2.90E-05,5.80E-05,,,,
343,14.14687,118.97.159.32,192.168.1.139,14.146899,14.14687,2.90E-05,0.000912,-0.000883,0.001795,,,,
344,14.146899,192.168.1.139,118.97.159.32,14.147811,14.146899,0.000912,4.70E-05,0.000865,-0.000818,,,,
345,14.147811,118.97.159.32,192.168.1.139,14.147858,14.147811,4.70E-05,8.50E-05,-3.80E-05,0.000123,,,,
346,14.147858,192.168.1.139,118.97.159.32,14.147943,14.147858,8.50E-05,0,8.50E-05,-8.50E-05,,,,
347,14.147943,118.97.159.32,192.168.1.139,14.147943,14.147943,0,0,0,0,,,,
348,14.147943,118.97.159.32,192.168.1.139,14.147943,14.147943,0,4.10E-05,-4.10E-05,8.20E-05,,,,
349,14.147943,118.97.159.32,192.168.1.139,14.147984,14.147943,4.10E-05,6.90E-05,-2.80E-05,9.70E-05,,,,
350,14.147984,192.168.1.139,118.97.159.32,14.148053,14.147984,6.90E-05,3.20E-05,3.70E-05,-5.00E-06,,,,
351,14.148053,118.97.159.32,192.168.1.139,14.148085,14.148053,3.20E-05,0.000913,-0.000881,0.001794,,,,
352,14.148085,192.168.1.139,118.97.159.32,14.148998,14.148085,0.000913,8.90E-05,0.000824,-0.000735,,,,
353,14.148998,118.97.159.32,192.168.1.139,14.149087,14.148998,8.90E-05,0,8.90E-05,-8.90E-05,,,,
354,14.149087,118.97.159.32,192.168.1.139,14.149087,14.149087,0,3.30E-05,-3.30E-05,6.60E-05,,,,
355,14.149087,118.97.159.32,192.168.1.139,14.14912,14.149087,3.30E-05,7.40E-05,-4.10E-05,0.000115,,,,
356,14.14912,192.168.1.139,118.97.159.32,14.149194,14.14912,7.40E-05,0,7.40E-05,-7.40E-05,,,,
357,14.149194,118.97.159.32,192.168.1.139,14.149194,14.149194,0,4.20E-05,-4.20E-05,8.40E-05,,,,
358,14.149194,118.97.159.32,192.168.1.139,14.149236,14.149194,4.20E-05,6.00E-05,-1.80E-05,7.80E-05,,,,
359,14.149236,192.168.1.139,118.97.159.32,14.149296,14.149236,6.00E-05,2.90E-05,3.10E-05,-2.00E-06,,,,
360,14.149296,118.97.159.32,192.168.1.139,14.149325,14.149296,2.90E-05,8.00E-05,-5.10E-05,0.000131,,,,
361,14.149325,192.168.1.139,118.97.159.32,14.149405,14.149325,8.00E-05,8.00E-05,0,8.00E-05,,,,
362,14.149405,118.97.159.32,192.168.1.139,14.149485,14.149405,8.00E-05,0,8.00E-05,-8.00E-05,,,,
363,14.149485,118.97.159.32,192.168.1.139,14.149485,14.149485,0,3.00E-05,-3.00E-05,6.00E-05,,,,
364,14.149485,118.97.159.32,192.168.1.139,14.149515,14.149485,3.00E-05,6.30E-05,-3.30E-05,9.60E-05,,,,
365,14.149515,192.168.1.139,118.97.159.32,14.149578,14.149515,6.30E-05,2.20E-05,4.10E-05,-1.90E-05,,,,
366,14.149578,118.97.159.32,192.168.1.139,14.1496,14.149578,2.20E-05,5.70E-05,-3.50E-05,9.20E-05,,,,
367,14.1496,192.168.1.139,118.97.159.32,14.149657,14.1496,5.70E-05,0,5.70E-05,-5.70E-05,,,,
368,14.149657,118.97.159.32,192.168.1.139,14.149657,14.149657,0,3.00E-05,-3.00E-05,6.00E-05,,,,
369,14.149657,118.97.159.32,192.168.1.139,14.149687,14.149657,3.00E-05,7.60E-05,-4.60E-05,0.000122,,,,
370,14.149687,192.168.1.139,118.97.159.32,14.149763,14.149687,7.60E-05,0,7.60E-05,-7.60E-05,,,,
371,14.149763,118.97.159.32,192.168.1.139,14.149763,14.149763,0,3.90E-05,-3.90E-05,7.80E-05,,,,
372,14.149763,118.97.159.32,192.168.1.139,14.149802,14.149763,3.90E-05,7.50E-05,-3.60E-05,0.000111,,,,
373,14.149802,192.168.1.139,118.97.159.32,14.149877,14.149802,7.50E-05,0.000522,-0.000447,0.000969,,,,
374,14.149877,118.97.159.32,192.168.1.139,14.150399,14.149877,0.000522,4.40E-05,0.000478,-0.000434,,,,
375,14.150399,118.97.159.32,192.168.1.139,14.150443,14.150399,4.40E-05,9.20E-05,-4.80E-05,0.00014,,,,
376,14.150443,192.168.1.139,118.97.159.32,14.150535,14.150443,9.20E-05,0,9.20E-05,-9.20E-05,,,,
377,14.150535,118.97.159.32,192.168.1.139,14.150535,14.150535,0,0,0,0,,,,
378,14.150535,118.97.159.32,192.168.1.139,14.150535,14.150535,0,3.90E-05,-3.90E-05,7.80E-05,,,,
379,14.150535,118.97.159.32,192.168.1.139,14.150574,14.150535,3.90E-05,6.50E-05,-2.60E-05,9.10E-05,,,,
380,14.150574,192.168.1.139,118.97.159.32,14.150639,14.150574,6.50E-05,0,6.50E-05,-6.50E-05,,,,
381,14.150639,118.97.159.32,192.168.1.139,14.150639,14.150639,0,2.90E-05,-2.90E-05,5.80E-05,,,,
382,14.150639,118.97.159.32,192.168.1.139,14.150668,14.150639,2.90E-05,0.000129,-0.0001,0.000229,,,,
383,14.150668,192.168.1.139,118.97.159.32,14.150797,14.150668,0.000129,1.60E-05,0.000113,-9.70E-05,,,,
384,14.150797,118.97.159.32,192.168.1.139,14.150813,14.150797,1.60E-05,0.000516,-0.0005,0.001016,,,,
385,14.150813,192.168.1.139,118.97.159.32,14.151329,14.150813,0.000516,0.000461,5.50E-05,0.000406,,,,
386,14.151329,118.97.159.32,192.168.1.139,14.15179,14.151329,0.000461,5.40E-05,0.000407,-0.000353,,,,
387,14.15179,118.97.159.32,192.168.1.139,14.151844,14.15179,5.40E-05,0.000268,-0.000214,0.000482,,,,
388,14.151844,192.168.1.139,118.97.159.32,14.152112,14.151844,0.000268,0,0.000268,-0.000268,,,,
389,14.152112,118.97.159.32,192.168.1.139,14.152112,14.152112,0,0,0,0,,,,
390,14.152112,118.97.159.32,192.168.1.139,14.152112,14.152112,0,7.00E-05,-7.00E-05,0.00014,,,,
391,14.152112,118.97.159.32,192.168.1.139,14.152182,14.152112,7.00E-05,0.000568,-0.000498,0.001066,,,,
392,14.152182,192.168.1.139,118.97.159.32,14.15275,14.152182,0.000568,0,0.000568,-0.000568,,,,
393,14.15275,118.97.159.32,192.168.1.139,14.15275,14.15275,0,0,0,0,,,,
394,14.15275,118.97.159.32,192.168.1.139,14.15275,14.15275,0,4.20E-05,-4.20E-05,8.40E-05,,,,
395,14.15275,118.97.159.32,192.168.1.139,14.152792,14.15275,4.20E-05,0.000729,-0.000687,0.001416,,,,
396,14.152792,192.168.1.139,118.97.159.32,14.153521,14.152792,0.000729,0,0.000729,-0.000729,,,,
397,14.153521,118.97.159.32,192.168.1.139,14.153521,14.153521,0,5.90E-05,-5.90E-05,0.000118,,,,
398,14.153521,118.97.159.32,192.168.1.139,14.15358,14.153521,5.90E-05,0.00055,-0.000491,0.001041,,,,
399,14.15358,192.168.1.139,118.97.159.32,14.15413,14.15358,0.00055,0,0.00055,-0.00055,,,,
400,14.15413,118.97.159.32,192.168.1.139,14.15413,14.15413,0,0,0,0,,,,
401,14.15413,118.97.159.32,192.168.1.139,14.15413,14.15413,0,5.50E-05,-5.50E-05,0.00011,,,,
402,14.15413,118.97.159.32,192.168.1.139,14.154185,14.15413,5.50E-05,0.002635,-0.00258,0.005215,,,,
403,14.154185,192.168.1.139,118.97.159.32,14.15682,14.154185,0.002635,0,0.002635,-0.002635,,,,
404,14.15682,118.97.159.32,192.168.1.139,14.15682,14.15682,0,6.20E-05,-6.20E-05,0.000124,,,,
405,14.15682,118.97.159.32,192.168.1.139,14.156882,14.15682,6.20E-05,0.000125,-6.30E-05,0.000188,,,,
406,14.156882,192.168.1.139,118.97.159.32,14.157007,14.156882,0.000125,0,0.000125,-0.000125,,,,
407,14.157007,118.97.159.32,192.168.1.139,14.157007,14.157007,0,0,0,0,,,,
408,14.157007,118.97.159.32,192.168.1.139,14.157007,14.157007,0,0,0,0,,,,
409,14.157007,118.97.159.32,192.168.1.139,14.157007,14.157007,0,0,0,0,,,,
410,14.157007,118.97.159.32,192.168.1.139,14.157007,14.157007,0,0,0,0,,,,
411,14.157007,118.97.159.32,192.168.1.139,14.157007,14.157007,0,0,0,0,,,,
412,14.157007,118.97.159.32,192.168.1.139,14.157007,14.157007,0,7.10E-05,-7.10E-05,0.000142,,,,
413,14.157007,118.97.159.32,192.168.1.139,14.157078,14.157007,7.10E-05,0.000135,-6.40E-05,0.000199,,,,
414,14.157078,192.168.1.139,118.97.159.32,14.157213,14.157078,0.000135,0,0.000135,-0.000135,,,,
415,14.157213,118.97.159.32,192.168.1.139,14.157213,14.157213,0,0,0,0,,,,
416,14.157213,118.97.159.32,192.168.1.139,14.157213,14.157213,0,0,0,0,,,,
417,14.157213,118.97.159.32,192.168.1.139,14.157213,14.157213,0,0,0,0,,,,
418,14.157213,118.97.159.32,192.168.1.139,14.157213,14.157213,0,0,0,0,,,,
419,14.157213,118.97.159.32,192.168.1.139,14.157213,14.157213,0,0,0,0,,,,
420,14.157213,118.97.159.32,192.168.1.139,14.157213,14.157213,0,5.40E-05,-5.40E-05,0.000108,,,,
421,14.157213,118.97.159.32,192.168.1.139,14.157267,14.157213,5.40E-05,9.10E-05,-3.70E-05,0.000128,,,,
422,14.157267,192.168.1.139,118.97.159.32,14.157358,14.157267,9.10E-05,0,9.10E-05,-9.10E-05,,,,
423,14.157358,118.97.159.32,192.168.1.139,14.157358,14.157358,0,0,0,0,,,,
424,14.157358,118.97.159.32,192.168.1.139,14.157358,14.157358,0,0,0,0,,,,
425,14.157358,118.97.159.32,192.168.1.139,14.157358,14.157358,0,4.10E-05,-4.10E-05,8.20E-05,,,,
426,14.157358,118.97.159.32,192.168.1.139,14.157399,14.157358,4.10E-05,0.00087,-0.000829,0.001699,,,,
427,14.157399,192.168.1.139,118.97.159.32,14.158269,14.157399,0.00087,4.30E-05,0.000827,-0.000784,,,,
428,14.158269,118.97.159.32,192.168.1.139,14.158312,14.158269,4.30E-05,7.60E-05,-3.30E-05,0.000109,,,,
429,14.158312,192.168.1.139,118.97.159.32,14.158388,14.158312,7.60E-05,0,7.60E-05,-7.60E-05,,,,
430,14.158388,118.97.159.32,192.168.1.139,14.158388,14.158388,0,0,0,0,,,,
431,14.158388,118.97.159.32,192.168.1.139,14.158388,14.158388,0,3.20E-05,-3.20E-05,6.40E-05,,,,
432,14.158388,118.97.159.32,192.168.1.139,14.15842,14.158388,3.20E-05,6.50E-05,-3.30E-05,9.80E-05,,,,
433,14.15842,192.168.1.139,118.97.159.32,14.158485,14.15842,6.50E-05,0,6.50E-05,-6.50E-05,,,,
434,14.158485,118.97.159.32,192.168.1.139,14.158485,14.158485,0,2.40E-05,-2.40E-05,4.80E-05,,,,
435,14.158485,118.97.159.32,192.168.1.139,14.158509,14.158485,2.40E-05,6.60E-05,-4.20E-05,0.000108,,,,
436,14.158509,192.168.1.139,118.97.159.32,14.158575,14.158509,6.60E-05,0,6.60E-05,-6.60E-05,,,,
437,14.158575,118.97.159.32,192.168.1.139,14.158575,14.158575,0,4.30E-05,-4.30E-05,8.60E-05,,,,
438,14.158575,118.97.159.32,192.168.1.139,14.158618,14.158575,4.30E-05,6.60E-05,-2.30E-05,8.90E-05,,,,
439,14.158618,192.168.1.139,118.97.159.32,14.158684,14.158618,6.60E-05,0,6.60E-05,-6.60E-05,,,,
440,14.158684,118.97.159.32,192.168.1.139,14.158684,14.158684,0,4.40E-05,-4.40E-05,8.80E-05,,,,
441,14.158684,118.97.159.32,192.168.1.139,14.158728,14.158684,4.40E-05,7.80E-05,-3.40E-05,0.000112,,,,
442,14.158728,192.168.1.139,118.97.159.32,14.158806,14.158728,7.80E-05,0,7.80E-05,-7.80E-05,,,,
443,14.158806,118.97.159.32,192.168.1.139,14.158806,14.158806,0,4.10E-05,-4.10E-05,8.20E-05,,,,
444,14.158806,118.97.159.32,192.168.1.139,14.158847,14.158806,4.10E-05,6.60E-05,-2.50E-05,9.10E-05,,,,
445,14.158847,192.168.1.139,118.97.159.32,14.158913,14.158847,6.60E-05,0,6.60E-05,-6.60E-05,,,,
446,14.158913,118.97.159.32,192.168.1.139,14.158913,14.158913,0,3.30E-05,-3.30E-05,6.60E-05,,,,
447,14.158913,118.97.159.32,192.168.1.139,14.158946,14.158913,3.30E-05,7.70E-05,-4.40E-05,0.000121,,,,
448,14.158946,192.168.1.139,118.97.159.32,14.159023,14.158946,7.70E-05,0,7.70E-05,-7.70E-05,,,,
449,14.159023,118.97.159.32,192.168.1.139,14.159023,14.159023,0,0,0,0,,,,
450,14.159023,118.97.159.32,192.168.1.139,14.159023,14.159023,0,3.80E-05,-3.80E-05,7.60E-05,,,,
451,14.159023,118.97.159.32,192.168.1.139,14.159061,14.159023,3.80E-05,6.80E-05,-3.00E-05,9.80E-05,,,,
452,14.159061,192.168.1.139,118.97.159.32,14.159129,14.159061,6.80E-05,0,6.80E-05,-6.80E-05,,,,
453,14.159129,118.97.159.32,192.168.1.139,14.159129,14.159129,0,4.20E-05,-4.20E-05,8.40E-05,,,,
454,14.159129,118.97.159.32,192.168.1.139,14.159171,14.159129,4.20E-05,6.70E-05,-2.50E-05,9.20E-05,,,,
455,14.159171,192.168.1.139,118.97.159.32,14.159238,14.159171,6.70E-05,0,6.70E-05,-6.70E-05,,,,
456,14.159238,118.97.159.32,192.168.1.139,14.159238,14.159238,0,3.50E-05,-3.50E-05,7.00E-05,,,,
457,14.159238,118.97.159.32,192.168.1.139,14.159273,14.159238,3.50E-05,6.60E-05,-3.10E-05,9.70E-05,,,,
458,14.159273,192.168.1.139,118.97.159.32,14.159339,14.159273,6.60E-05,0,6.60E-05,-6.60E-05,,,,
